run_id,phase,model,exit_code,elapsed_sec,machine_id,timestamp,cmd
baseline__SVC_RBF,baseline,SVC_RBF,0,60.6,local,2026-05-03T12:41:07,python -m src.train_baseline --only SVC_RBF
