run_id,phase,model,exit_code,elapsed_sec,machine_id,timestamp,cmd
hyperopt__xgb,hyperopt,xgb,1,0.2,local,2026-05-03T12:51:36,python -m src.hyperopt --model xgb --n-trials 80
