run_id,phase,model,exit_code,elapsed_sec,machine_id,timestamp,cmd
baseline__ExtraTrees,baseline,ExtraTrees,0,7.9,local,2026-05-03T12:50:39,python -m src.train_baseline --only ExtraTrees
